,Date,DF type,Lambda,Mu,Delta,MeanSpread,Volatility,SimSpread,SimVolatility
0,1/10,best_matching.csv,0.005129706566052667,0.08118596478731109,0.15212108298373975,38.0429172510519,0.0005495917962980549,91.246405,0.0004601468281915109
1,4/10,best_matching.csv,0.004681204173905137,0.10426935007873346,0.15134796181403712,47.15006483555346,0.0006941882899169535,104.9358175,0.0006222129641608053
2,5/10,best_matching.csv,0.0031802140309333776,0.14453566249626226,0.16386298935544735,71.28600777753319,0.0005835581507425148,181.9196825,0.0024059752742482464
3,6/10,best_matching.csv,0.0015913140316524733,0.08918221472413065,0.17069592479152415,151.2275723703067,0.0017515062199032442,321.7131075,0.003134033410199102
4,7/10,best_matching.csv,0.0019847890704453677,0.13766939718856464,0.13032031330526836,126.51283388377078,0.0010036489581852542,240.1105875,0.0018362261050424084
5,8/10,best_matching.csv,0.002298155764187291,0.09959784491452646,0.14332836417611206,93.74254495788753,0.0009645043313751545,201.5866325,0.0025845887251452343
6,11/10,best_matching.csv,0.003214404003120407,0.11528408691241748,0.1739579226328361,71.08870281010502,0.0005037612731891741,180.2352075,0.002546951645318846
7,12/10,best_matching.csv,0.00527660872515756,0.10589991245568967,0.14147909513315304,44.29276269017489,0.00032069754309731966,89.9904625,0.0006109659852363621
8,13/10,best_matching.csv,0.005523838016874119,0.08421901855554385,0.14785122552863844,46.91454208802165,0.00037574468599799253,84.123405,0.0005571233487461206
9,14/10,best_matching.csv,0.004211880506372071,0.09695911756336338,0.1630743182745876,54.766883886255904,0.000496678844683294,126.129845,0.0023466089303986457
10,15/10,best_matching.csv,0.0036483415681614444,0.09149420353263936,0.16444122608088596,63.129774072081766,0.0005613941151624161,134.766715,0.0005790102183996631
11,18/10,best_matching.csv,0.002270578497047595,0.07764888553844077,0.16372958229532614,94.79870387514879,0.0010562427018512622,220.2141725,0.001819399573384914
12,19/10,best_matching.csv,0.0031164341415712785,0.08632390978675593,0.15572397630842463,71.42106638787246,0.0006158089733989072,152.6641875,0.0007895250090780925
13,20/10,best_matching.csv,0.0037557505394311325,0.08659445859286306,0.17951552607454307,52.202386751095965,0.00048384630329509684,138.583305,0.0014042048418413037
14,21/10,best_matching.csv,0.0042861639816074385,0.08878042459846008,0.1695564375670648,48.62171398527865,0.001034425919280922,119.0834575,0.0018985820082853954
15,22/10,best_matching.csv,0.0032078608630448915,0.08591779045380399,0.23106059897494477,51.922166321396865,0.0005995663658723513,202.564765,0.0015594179799897716
16,25/10,best_matching.csv,0.004697433913385894,0.07398104466828169,0.18350584199275058,36.204312865497066,0.00024661770185204716,113.88707,0.0004948618391423552
17,26/10,best_matching.csv,0.00407559054897326,0.07573854630055735,0.13976998380898054,44.240255591054314,0.0002713367020121065,106.8622825,0.0004977351058328277
18,28/10,best_matching.csv,0.005586541068853229,0.07978888609082514,0.17574608554074964,37.21204224386231,0.0005955275282969811,92.42973,0.0007647191926793062
19,29/10,best_matching.csv,0.0046198385108966004,0.10186400462634865,0.15374536005915376,43.61042793900639,0.0005042325814823377,107.2203775,0.0005051385099601982
20,1/10,tempo.csv,0.004945023321581726,0.0882614149293634,0.15273071927133872,38.0429172510519,0.0005495917962980549,94.62399,0.00047757330682702236
