DateTime,Seconds,Sign,MidPrice
2021-10-01 12:13:52.488000+00:00,44032.488,-1.0,134.1
2021-10-01 12:13:56.006000+00:00,44036.006,-1.0,134.0
2021-10-01 12:13:56+00:00,44036.0,-1.0,134.0
2021-10-01 12:14:49+00:00,44089.0,1.0,133.8
2021-10-01 12:20:00+00:00,44400.0,-1.0,133.95
2021-10-01 12:20:53.028000+00:00,44453.028,-1.0,133.95
2021-10-01 12:20:53+00:00,44453.0,-1.0,133.95
2021-10-01 12:20:53+00:00,44453.0,-1.0,133.95
2021-10-01 12:20:54+00:00,44454.0,-1.0,133.815
2021-10-01 12:22:32.554000+00:00,44552.554,-1.0,133.89
2021-10-01 12:24:17.989000+00:00,44657.989,1.0,133.87
2021-10-01 12:24:17.989000+00:00,44657.989,1.0,133.87
2021-10-01 12:25:59.031000+00:00,44759.031,-1.0,133.89999999999998
2021-10-01 12:25:59.864000+00:00,44759.864,-1.0,133.765
2021-10-01 12:26:00+00:00,44760.0,1.0,133.765
2021-10-01 12:26:01.696000+00:00,44761.696,1.0,133.725
2021-10-01 12:26:01.731000+00:00,44761.731,1.0,133.725
2021-10-01 12:27:10+00:00,44830.0,-1.0,133.75
2021-10-01 12:27:12+00:00,44832.0,-1.0,133.75
2021-10-01 12:27:27+00:00,44847.0,-1.0,133.6
2021-10-01 12:27:28+00:00,44848.0,-1.0,133.575
2021-10-01 12:28:14.706000+00:00,44894.706,1.0,133.325
2021-10-01 12:29:00+00:00,44940.0,1.0,133.075
2021-10-01 12:30:47+00:00,45047.0,-1.0,133.5
2021-10-01 12:30:47+00:00,45047.0,-1.0,133.5
2021-10-01 12:30:55+00:00,45055.0,-1.0,133.425
2021-10-01 12:31:00+00:00,45060.0,-1.0,133.47500000000002
2021-10-01 12:31:12.257000+00:00,45072.257,-1.0,133.375
2021-10-01 12:31:12.257000+00:00,45072.257,-1.0,133.375
2021-10-01 12:32:17.435000+00:00,45137.435,-1.0,133.375
2021-10-01 12:32:35.570000+00:00,45155.57,-1.0,133.125
2021-10-01 12:32:35.570000+00:00,45155.57,-1.0,133.125
2021-10-01 12:34:00+00:00,45240.0,1.0,132.75
2021-10-01 12:34:16.157000+00:00,45256.157,1.0,132.75
2021-10-01 12:35:00+00:00,45300.0,1.0,132.75
2021-10-01 12:35:10.634000+00:00,45310.634,1.0,132.75
2021-10-01 12:35:18+00:00,45318.0,1.0,132.8
2021-10-01 12:35:28.987000+00:00,45328.987,1.0,132.8
2021-10-01 12:35:40.147000+00:00,45340.147,1.0,132.75
2021-10-01 12:36:33.812000+00:00,45393.812,-1.0,132.8
2021-10-01 12:36:39+00:00,45399.0,-1.0,132.675
2021-10-01 12:36:59+00:00,45419.0,-1.0,132.425
2021-10-01 12:37:00+00:00,45420.0,1.0,132.425
