2.000000000000000000e+00,2.158150650421675527e+04,1.595632152080085220e+01,1.622062112787881621e-02,1.279253164701660839e-01,4.991154546289602867e-02,1.045890674357917902e+02,1.465567350697976963e+02,1.147282453438296823e+00,2.554785280332227404e-01
5.000000000000000000e+00,2.095475807551532489e+04,1.634301560493774375e+01,1.546867549763107294e-02,1.164663805346193431e-01,4.675593274297364099e-02,1.010702944039746285e+02,1.487122489970537629e+02,1.127084775899205749e+00,2.476375982670124543e-01
6.000000000000000000e+00,2.080176751741772023e+04,1.843480460987322544e+01,1.370247165506183716e-02,1.375871253311961306e-01,3.906162690647320412e-02,1.031460508112187142e+02,1.377478309534421612e+02,1.073212549173077734e+00,2.474474191151755931e-01
7.000000000000000000e+00,2.111085935431553662e+04,1.949253886513123746e+01,1.402612949393692264e-02,1.365252179141029643e-01,3.246377836827329944e-02,1.067660694973432953e+02,1.418247516998080187e+02,1.305770684567723938e+00,2.471471904986589918e-01
8.000000000000000000e+00,2.118264627771050800e+04,1.548066086065573721e+01,1.507023407409414928e-02,1.346057392710976464e-01,3.789698239560747306e-02,1.016956902081996788e+02,1.423163043731370863e+02,8.097373489581503048e-01,2.249673398751356468e-01
9.000000000000000000e+00,2.064561286957043922e+04,1.523255447387580830e+01,1.552315421187695429e-02,1.107244603236923891e-01,4.639688386375315221e-02,1.017202828385781572e+02,1.683018805965668321e+02,8.550016933801831698e-01,2.256521327789543507e-01
1.200000000000000000e+01,2.006902403789010350e+04,1.487773052137648833e+01,1.631432690375766298e-02,9.720932625184799947e-02,6.535325416244214258e-02,9.907877764792451103e+01,1.761793268460572506e+02,9.168434118230631702e-01,2.223343968016061323e-01
1.300000000000000000e+01,2.036248865990879858e+04,1.692761817331657426e+01,1.455936586387757657e-02,1.149858344268409743e-01,4.714461465278687452e-02,1.013918182617101706e+02,1.535799833555687997e+02,8.547359527762349307e-01,2.146390002671049735e-01
1.400000000000000000e+01,1.910767867201219269e+04,1.514499188231006244e+01,1.604056516012385830e-02,1.193584671877441494e-01,6.031290825529905808e-02,1.017311764705882382e+02,1.489306351678208102e+02,1.146222317649485012e+00,2.476120728695161144e-01
1.500000000000000000e+01,1.926452208698249524e+04,1.527481163037951362e+01,1.658452230895662849e-02,1.209834563415344566e-01,4.063310846166739987e-02,9.780690185031052408e+01,1.434250415142108181e+02,7.910016491948502759e-01,2.050916959205907053e-01
1.600000000000000000e+01,1.921626762176289049e+04,1.310871941078641001e+01,1.989851328842343059e-02,1.226308739846260348e-01,4.171347345149638286e-02,9.721026110856618629e+01,1.369316844856260218e+02,7.352228100617967943e-01,2.381090211800357404e-01
2.000000000000000000e+01,1.895436002182071752e+04,1.303762074224707668e+01,1.776260803356363716e-02,1.253262215925052547e-01,5.172628587029268893e-02,9.480339805825242649e+01,1.451469699479615656e+02,8.171827813119184603e-01,2.194148277803457392e-01
2.100000000000000000e+01,1.965675380494919955e+04,1.478614324514636280e+01,1.491256882276232286e-02,1.307234779415508419e-01,4.192336494003200825e-02,1.047553651938683430e+02,1.594408334171612580e+02,8.057145174269942922e-01,2.084568544391572076e-01
2.200000000000000000e+01,2.004310096952381718e+04,1.324492521480404505e+01,1.844862325339726924e-02,1.052681918908967978e-01,4.172194719861832546e-02,9.987261082422372738e+01,1.700467624074958621e+02,8.226345034759460217e-01,2.454214324347178400e-01
2.300000000000000000e+01,2.017111488483216453e+04,1.397039477603937030e+01,1.746400635545364635e-02,1.189264985702699201e-01,3.617080411511114368e-02,1.037221653255303551e+02,1.548556886834046509e+02,7.742481536347346482e-01,2.289285441648161445e-01
2.600000000000000000e+01,2.066525419009832694e+04,1.446159737795411360e+01,1.745867333250852166e-02,9.997139904694475609e-02,4.871425290769061667e-02,1.017775458842305625e+02,1.718440296705192338e+02,7.947142161335242205e-01,2.307630280263778810e-01
2.700000000000000000e+01,2.061699058077110749e+04,1.727310883357735349e+01,1.409058998650223812e-02,1.216997853372557836e-01,3.912056092304057320e-02,9.664032697547683881e+01,1.493403153977549778e+02,8.534497731150223476e-01,2.197016466719032002e-01
2.800000000000000000e+01,2.018853825246274573e+04,1.749366777853980892e+01,1.399307660957652480e-02,1.263991971398548964e-01,3.614869561653206304e-02,9.436608281608707216e+01,1.432816279849117791e+02,8.586370434544425834e-01,2.302065246324868641e-01
2.900000000000000000e+01,2.027604648145005558e+04,1.583274625296472138e+01,1.526309603634133476e-02,1.162905967834096943e-01,4.385706104294342239e-02,9.972664543524416558e+01,1.568700448278288491e+02,7.622728208920716009e-01,2.282198214977115280e-01
3.000000000000000000e+01,2.048450140022091364e+04,1.597069391006557559e+01,1.494110389426447569e-02,1.218589982388086218e-01,3.977020217535306296e-02,9.951781059947870745e+01,1.537777590716658551e+02,7.742216561422891052e-01,2.279652521435875101e-01
