,key,Datetime,BidPrice_0,BidVolume_0,AskPrice_0,AskVolume_0,BidPrice_1,BidVolume_1,AskPrice_1,AskVolume_1,BidPrice_2,BidVolume_2,AskPrice_2,AskVolume_2,BidPrice_3,BidVolume_3,AskPrice_3,AskVolume_3,BidPrice_4,BidVolume_4,AskPrice_4,AskVolume_4,BidPrice_5,BidVolume_5,AskPrice_5,AskVolume_5,BidPrice_6,BidVolume_6,AskPrice_6,AskVolume_6,BidPrice_7,BidVolume_7,AskPrice_7,AskVolume_7,BidPrice_8,BidVolume_8,AskPrice_8,AskVolume_8,BidPrice_9,BidVolume_9,AskPrice_9,AskVolume_9
0,Germany_Baseload#19#0#10000106,2021-10-01 05:30:03.561000,108.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Germany_Baseload#19#0#10000106,2021-10-01 06:00:01.630000,108.5,1.0,140.0,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Germany_Baseload#19#0#10000106,2021-10-01 06:00:19.222000,108.5,1.0,140.0,1.0,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Germany_Baseload#19#0#10000106,2021-10-01 06:02:37.526000,130.0,1.0,140.0,1.0,108.5,1.0,,,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
4,Germany_Baseload#19#0#10000106,2021-10-01 06:03:29.627000,130.0,1.0,140.0,2.0,108.5,1.0,,,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
5,Germany_Baseload#19#0#10000106,2021-10-01 06:03:56.548000,130.0,1.0,139.0,1.0,108.5,1.0,140.0,1.0,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
6,Germany_Baseload#19#0#10000106,2021-10-01 06:05:42.208000,130.0,1.0,137.0,2.0,108.5,1.0,139.0,1.0,93.8,1.0,140.0,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
7,Germany_Baseload#19#0#10000106,2021-10-01 06:06:17.652000,130.0,2.0,137.0,2.0,108.5,1.0,139.0,1.0,93.8,1.0,140.0,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
8,Germany_Baseload#19#0#10000106,2021-10-01 06:06:24.969000,130.0,1.0,137.0,2.0,108.5,1.0,139.0,1.0,93.8,1.0,140.0,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
9,Germany_Baseload#19#0#10000106,2021-10-01 06:07:19.828000,130.0,1.0,137.0,3.0,108.5,1.0,140.0,1.0,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10,Germany_Baseload#19#0#10000106,2021-10-01 06:07:24.869000,108.5,1.0,137.0,3.0,93.8,1.0,140.0,1.0,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Germany_Baseload#19#0#10000106,2021-10-01 06:07:54.269000,120.0,1.0,137.0,3.0,108.5,1.0,140.0,1.0,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12,Germany_Baseload#19#0#10000106,2021-10-01 06:07:54.301000,120.0,1.0,137.0,3.0,119.97,1.0,140.0,1.0,108.5,1.0,,,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,,,,,
13,Germany_Baseload#19#0#10000106,2021-10-01 06:07:54.332000,120.0,1.0,137.0,3.0,119.97,1.0,140.0,1.0,119.94,1.0,,,108.5,1.0,,,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
14,Germany_Baseload#19#0#10000106,2021-10-01 06:07:59.786000,125.0,1.0,137.0,3.0,119.97,1.0,140.0,1.0,119.94,1.0,,,108.5,1.0,,,93.8,1.0,,,52.0,1.0,,,48.0,3.0,,,,,,,,,,,,,,
