,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-21T06:29:07Z,Insert,1.0,127.00,Sell
1,2021-10-21T06:29:12.97Z,Update,1.0,126.50,Buy
2,2021-10-21T06:58:04.274Z,Update,1.0,125.50,Sell
3,2021-10-21T06:59:36Z,Insert,1.0,125.50,Sell
4,2021-10-21T07:01:08.145Z,Update,1.0,125.50,Sell
5,2021-10-21T07:01:43Z,Insert,1.0,125.25,Sell
6,2021-10-21T07:06:40Z,Insert,1.0,126.00,Sell
7,2021-10-21T07:11:52.294Z,Update,1.0,126.00,Sell
8,2021-10-21T07:13:43.148Z,Update,1.0,125.50,Sell
9,2021-10-21T07:13:54.678Z,Update,1.0,125.50,Sell
10,2021-10-21T07:15:13Z,Insert,1.0,125.25,Sell
11,2021-10-21T07:15:15.797Z,Update,1.0,125.10,Sell
12,2021-10-21T07:15:33Z,Insert,1.0,124.50,Sell
13,2021-10-21T07:15:59Z,Insert,1.0,124.50,Sell
14,2021-10-21T07:16:14.333Z,Update,1.0,124.00,Sell
15,2021-10-21T07:17:12Z,Insert,1.0,124.00,Sell
16,2021-10-21T07:38:16Z,Insert,1.0,124.50,Sell
17,2021-10-21T07:43:32Z,Insert,1.0,124.00,Sell
18,2021-10-21T07:44:18.208Z,Update,1.0,123.55,Sell
19,2021-10-21T07:44:33.835Z,Update,1.0,123.50,Sell
20,2021-10-21T07:46:31.1Z,Update,1.0,123.25,Sell
21,2021-10-21T07:47:05Z,Insert,1.0,123.25,Sell
22,2021-10-21T07:47:09Z,Insert,1.0,123.25,Sell
23,2021-10-21T07:48:00Z,Update,4.0,123.00,Sell
24,2021-10-21T07:48:50.44Z,Update,1.0,123.00,Sell
25,2021-10-21T07:48:53Z,Insert,1.0,123.00,Sell
26,2021-10-21T07:51:15Z,Insert,1.0,123.25,Sell
27,2021-10-21T07:51:17Z,Insert,1.0,123.25,Sell
28,2021-10-21T07:51:18Z,Insert,1.0,123.25,Sell
29,2021-10-21T07:51:22Z,Insert,1.0,123.25,Sell
30,2021-10-21T07:51:24Z,Insert,1.0,123.25,Sell
31,2021-10-21T07:51:24Z,Insert,1.0,123.25,Sell
32,2021-10-21T07:51:24Z,Insert,1.0,123.25,Sell
33,2021-10-21T07:51:44Z,Insert,1.0,123.25,Sell
34,2021-10-21T08:02:56Z,Insert,1.0,123.25,Sell
35,2021-10-21T08:03:29Z,Insert,3.0,123.25,Sell
36,2021-10-21T08:03:32Z,Insert,3.0,123.25,Sell
37,2021-10-21T08:17:32.962Z,Update,1.0,122.75,Sell
38,2021-10-21T08:17:38Z,Insert,1.0,122.60,Sell
39,2021-10-21T08:17:49Z,Insert,1.0,122.50,Sell
40,2021-10-21T08:18:21Z,Insert,1.0,122.50,Sell
41,2021-10-21T08:20:26Z,Insert,1.0,122.50,Sell
42,2021-10-21T08:22:47Z,Insert,1.0,122.60,Sell
43,2021-10-21T08:23:00Z,Insert,1.0,122.85,Sell
44,2021-10-21T08:24:00Z,Update,2.0,122.95,Sell
45,2021-10-21T08:24:59Z,Insert,1.0,123.00,Sell
46,2021-10-21T08:25:00Z,Update,2.0,122.95,Sell
47,2021-10-21T08:28:19Z,Insert,1.0,123.15,Sell
48,2021-10-21T08:28:21Z,Insert,1.0,123.15,Sell
49,2021-10-21T08:28:24Z,Insert,1.0,123.15,Sell
50,2021-10-21T08:28:29.38Z,Update,1.0,123.20,Sell
51,2021-10-21T08:30:01Z,Insert,1.0,123.15,Sell
52,2021-10-21T08:31:25Z,Insert,1.0,123.00,Sell
53,2021-10-21T08:31:28.812Z,Update,1.0,123.00,Buy
54,2021-10-21T08:31:29Z,Insert,1.0,122.75,Sell
55,2021-10-21T08:31:32.044Z,Update,1.0,123.00,Sell
56,2021-10-21T08:43:18.402Z,Update,1.0,123.00,Sell
57,2021-10-21T08:43:18Z,Insert,4.0,123.00,Buy
58,2021-10-21T08:45:44.647Z,Update,1.0,123.00,Sell
59,2021-10-21T08:46:38.353Z,Update,1.0,123.00,Sell
60,2021-10-21T08:48:04.348Z,Update,1.0,122.90,Sell
61,2021-10-21T08:48:06.931Z,Update,1.0,122.85,Buy
62,2021-10-21T08:48:24.987Z,Insert,1.0,122.80,Sell
63,2021-10-21T08:48:24.987Z,Insert,1.0,122.80,Sell
64,2021-10-21T08:48:41Z,Insert,1.0,122.50,Sell
65,2021-10-21T08:48:44Z,Insert,1.0,122.75,Sell
66,2021-10-21T08:50:12.56Z,Update,1.0,122.75,Sell
67,2021-10-21T08:50:13Z,Insert,1.0,122.75,Sell
68,2021-10-21T08:52:22Z,Insert,2.0,122.50,Sell
69,2021-10-21T08:52:28Z,Insert,1.0,122.50,Sell
70,2021-10-21T08:52:40.394Z,Update,1.0,122.50,Sell
71,2021-10-21T08:52:54.611Z,Update,1.0,122.50,Sell
72,2021-10-21T09:02:35.145Z,Update,1.0,122.65,Buy
73,2021-10-21T09:03:34.142Z,Update,2.0,122.60,Sell
74,2021-10-21T09:04:25.15Z,Update,1.0,122.500,Sell
75,2021-10-21T09:06:31.645Z,Update,1.0,122.70,Sell
76,2021-10-21T09:06:31.676Z,Update,1.0,122.70,Sell
77,2021-10-21T09:07:01.046Z,Update,1.0,122.75,Buy
78,2021-10-21T09:07:51Z,Insert,1.0,122.75,Sell
79,2021-10-21T09:08:43.419Z,Update,1.0,122.75,Buy
80,2021-10-21T09:10:56.257Z,Update,1.0,122.75,Buy
81,2021-10-21T09:11:00Z,Update,1.0,122.90,Sell
82,2021-10-21T09:16:11.467Z,Update,1.0,122.75,Sell
83,2021-10-21T09:16:13Z,Insert,1.0,122.75,Sell
84,2021-10-21T09:17:28.272Z,Update,1.0,122.60,Sell
85,2021-10-21T09:17:28Z,Insert,1.0,122.60,Sell
86,2021-10-21T09:17:28Z,Insert,1.0,122.60,Sell
87,2021-10-21T09:17:28Z,Insert,1.0,122.60,Sell
