,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-22T07:02:09Z,Insert,3.0,121.50,Sell
1,2021-10-22T07:06:21Z,Insert,2.0,122.00,Sell
2,2021-10-22T07:09:04.843Z,Update,2.0,122.75,Sell
3,2021-10-22T07:09:06Z,Insert,1.0,123.00,Sell
4,2021-10-22T07:10:34Z,Insert,1.0,123.25,Sell
5,2021-10-22T07:10:43Z,Insert,1.0,123.25,Sell
6,2021-10-22T07:10:49Z,Insert,1.0,123.25,Sell
7,2021-10-22T07:12:44Z,Insert,1.0,123.25,Sell
8,2021-10-22T07:14:12Z,Insert,1.0,123.90,Sell
9,2021-10-22T07:22:25Z,Insert,1.0,123.40,Sell
10,2021-10-22T07:23:01Z,Insert,1.0,123.35,Sell
11,2021-10-22T07:24:15Z,Insert,2.0,123.35,Sell
12,2021-10-22T07:26:56Z,Insert,1.0,123.35,Sell
13,2021-10-22T07:28:14Z,Insert,1.0,123.35,Sell
14,2021-10-22T07:29:32Z,Insert,1.0,123.35,Sell
15,2021-10-22T07:30:24.678Z,Update,1.0,123.50,Sell
16,2021-10-22T07:30:27Z,Insert,3.0,123.50,Sell
17,2021-10-22T07:31:06.826Z,Update,1.0,123.52,Buy
18,2021-10-22T07:31:07Z,Insert,2.0,123.75,Sell
19,2021-10-22T07:31:11Z,Insert,1.0,123.75,Sell
20,2021-10-22T07:31:12Z,Insert,2.0,123.75,Sell
21,2021-10-22T07:37:10Z,Insert,1.0,123.60,Sell
22,2021-10-22T07:37:13Z,Insert,1.0,123.60,Sell
23,2021-10-22T07:40:50Z,Insert,1.0,124.00,Sell
24,2021-10-22T07:43:04Z,Insert,1.0,124.00,Sell
25,2021-10-22T07:44:02Z,Insert,3.0,124.00,Sell
26,2021-10-22T07:44:39.053Z,Insert,1.0,124.00,Sell
27,2021-10-22T07:44:39.053Z,Insert,1.0,124.00,Sell
28,2021-10-22T07:44:42.547Z,Insert,1.0,124.00,Sell
29,2021-10-22T07:44:42.547Z,Insert,1.0,124.00,Sell
30,2021-10-22T07:45:43Z,Insert,1.0,124.00,Sell
31,2021-10-22T07:47:05.727Z,Insert,1.0,124.00,Sell
