,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-04T06:11:35.409Z,Update,1.0,134.70,Buy
1,2021-10-04T06:11:41Z,Insert,2.0,134.90,Sell
2,2021-10-04T06:12:05.945Z,Update,1.0,135.25,Buy
3,2021-10-04T06:12:42.965Z,Update,1.0,135.50,Buy
4,2021-10-04T06:56:09.753Z,Update,1.0,135.75,Buy
5,2021-10-04T06:56:26Z,Insert,1.0,135.75,Sell
6,2021-10-04T06:56:31Z,Insert,1.0,135.74,Sell
7,2021-10-04T06:56:33.933Z,Update,1.0,135.75,Buy
8,2021-10-04T06:56:34Z,Insert,2.0,135.75,Sell
9,2021-10-04T06:56:37.232Z,Update,1.0,135.75,Buy
10,2021-10-04T06:58:11Z,Insert,1.0,135.75,Sell
11,2021-10-04T06:58:54.855Z,Update,1.0,135.35,Sell
12,2021-10-04T06:58:54Z,Insert,2.0,135.35,Sell
13,2021-10-04T06:58:54Z,Insert,2.0,135.35,Sell
14,2021-10-04T06:58:56.074Z,Update,1.0,135.35,Buy
15,2021-10-04T06:58:58.699Z,Update,1.0,135.35,Buy
16,2021-10-04T06:59:04Z,Insert,1.0,135.25,Sell
17,2021-10-04T06:59:12Z,Insert,1.0,135.00,Sell
18,2021-10-04T06:59:14Z,Insert,2.0,135.00,Sell
19,2021-10-04T06:59:16Z,Insert,1.0,135.12,Sell
20,2021-10-04T06:59:17.981Z,Update,5.0,135.25,Sell
21,2021-10-04T06:59:19Z,Insert,1.0,135.00,Sell
22,2021-10-04T06:59:19Z,Insert,1.0,135.00,Sell
23,2021-10-04T06:59:19Z,Insert,1.0,135.00,Sell
24,2021-10-04T06:59:28Z,Insert,1.0,135.00,Sell
25,2021-10-04T06:59:31Z,Insert,1.0,135.00,Sell
26,2021-10-04T06:59:34.987Z,Update,5.0,135.00,Buy
27,2021-10-04T06:59:34.987Z,Insert,5.0,135.00,Buy
28,2021-10-04T07:00:15.709Z,Update,1.0,134.75,Sell
29,2021-10-04T07:00:18Z,Insert,2.0,134.70,Sell
30,2021-10-04T07:00:27.023Z,Update,2.0,134.65,Buy
31,2021-10-04T07:03:12.276Z,Update,1.0,134.85,Buy
32,2021-10-04T07:04:32.331Z,Update,1.0,135.25,Buy
33,2021-10-04T07:04:45Z,Insert,1.0,135.50,Sell
34,2021-10-04T07:06:12.498Z,Update,1.0,135.50,Buy
35,2021-10-04T07:06:17Z,Insert,2.0,135.75,Sell
36,2021-10-04T07:08:57Z,Insert,1.0,135.75,Sell
37,2021-10-04T07:09:14Z,Insert,1.0,135.75,Sell
38,2021-10-04T07:10:38.483Z,Update,1.0,135.70,Buy
39,2021-10-04T07:10:51.511Z,Update,5.0,135.60,Buy
40,2021-10-04T07:11:32.409Z,Update,1.0,135.50,Buy
41,2021-10-04T07:11:34.394Z,Update,1.0,135.50,Buy
42,2021-10-04T07:11:37.838Z,Update,1.0,135.50,Buy
43,2021-10-04T07:11:40.799Z,Update,1.0,135.50,Buy
44,2021-10-04T07:11:43.489Z,Update,1.0,135.50,Buy
45,2021-10-04T07:13:27Z,Insert,1.0,135.45,Sell
46,2021-10-04T07:14:06Z,Insert,5.0,135.45,Sell
47,2021-10-04T07:14:08Z,Insert,5.0,135.45,Sell
48,2021-10-04T07:18:09Z,Insert,1.0,135.25,Sell
49,2021-10-04T07:18:24.973Z,Update,3.0,135.25,Sell
50,2021-10-04T07:18:26.489Z,Update,1.0,135.25,Buy
51,2021-10-04T07:18:48.209Z,Update,1.0,135.25,Buy
52,2021-10-04T07:19:40Z,Insert,2.0,135.25,Sell
53,2021-10-04T07:20:51.779Z,Update,1.0,135.25,Sell
54,2021-10-04T07:20:56.889Z,Update,1.0,135.25,Sell
55,2021-10-04T07:21:02Z,Insert,1.0,135.10,Sell
56,2021-10-04T07:22:23.546Z,Update,1.0,135.25,Buy
57,2021-10-04T07:22:26.841Z,Update,1.0,135.25,Buy
58,2021-10-04T07:22:29.206Z,Update,1.0,135.25,Buy
59,2021-10-04T07:23:25.111Z,Update,2.0,135.35,Buy
60,2021-10-04T07:27:16.002Z,Update,1.0,135.35,Sell
61,2021-10-04T07:31:49.081Z,Update,1.0,135.30,Buy
62,2021-10-04T07:31:50.414Z,Update,1.0,135.30,Buy
63,2021-10-04T07:31:51.883Z,Update,1.0,135.30,Buy
64,2021-10-04T07:32:06Z,Insert,1.0,135.34,Sell
65,2021-10-04T07:32:09.719Z,Update,1.0,135.35,Buy
