,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-26T07:11:09.753Z,Update,1.0,124.50,Buy
1,2021-10-26T07:34:08Z,Insert,1.0,124.00,Sell
2,2021-10-26T07:34:32Z,Insert,1.0,123.42,Sell
3,2021-10-26T07:38:47Z,Insert,1.0,124.00,Sell
4,2021-10-26T07:50:09.832Z,Update,1.0,124.00,Sell
5,2021-10-26T07:50:59Z,Insert,1.0,124.00,Sell
6,2021-10-26T08:17:39Z,Insert,1.0,123.95,Sell
7,2021-10-26T08:23:21Z,Insert,1.0,123.95,Sell
8,2021-10-26T08:27:34Z,Insert,1.0,123.95,Sell
9,2021-10-26T08:29:52Z,Insert,4.0,124.00,Sell
10,2021-10-26T08:29:55Z,Insert,1.0,124.00,Sell
11,2021-10-26T08:30:04Z,Insert,3.0,124.00,Sell
12,2021-10-26T08:38:27Z,Insert,2.0,124.00,Sell
13,2021-10-26T08:42:31Z,Insert,7.0,124.00,Sell
14,2021-10-26T08:50:40.42Z,Update,1.0,124.15,Sell
15,2021-10-26T08:51:50.841Z,Update,1.0,124.15,Sell
16,2021-10-26T08:53:02Z,Insert,1.0,124.20,Sell
17,2021-10-26T08:53:26Z,Insert,1.0,124.25,Sell
18,2021-10-26T08:54:48.559Z,Update,1.0,124.15,Sell
19,2021-10-26T08:54:48Z,Update,1.0,124.15,Sell
20,2021-10-26T09:03:09Z,Insert,1.0,124.15,Sell
21,2021-10-26T09:06:37.096Z,Update,1.0,124.05,Sell
22,2021-10-26T09:08:24.557Z,Update,1.0,124.05,Sell
23,2021-10-26T09:11:32Z,Insert,5.0,124.15,Sell
24,2021-10-26T09:14:42Z,Insert,1.0,124.15,Sell
25,2021-10-26T09:22:44.847Z,Update,1.0,124.00,Sell
26,2021-10-26T09:25:12Z,Insert,1.0,124.00,Sell
27,2021-10-26T09:28:59Z,Insert,1.0,124.15,Sell
28,2021-10-26T09:30:39Z,Insert,1.0,124.15,Sell
29,2021-10-26T09:33:39Z,Insert,2.0,124.25,Sell
30,2021-10-26T09:33:42Z,Insert,3.0,124.25,Sell
31,2021-10-26T09:37:07.308Z,Update,1.0,124.00,Sell
32,2021-10-26T09:37:49Z,Insert,1.0,124.00,Sell
33,2021-10-26T09:43:08Z,Insert,1.0,124.30,Sell
34,2021-10-26T09:47:16.899Z,Update,1.0,124.15,Sell
35,2021-10-26T09:54:57Z,Insert,2.0,124.45,Sell
36,2021-10-26T09:57:42Z,Insert,2.0,124.75,Sell
37,2021-10-26T09:58:28Z,Insert,1.0,124.50,Sell
38,2021-10-26T10:21:34.664Z,Update,2.0,124.350,Sell
39,2021-10-26T10:21:35.614Z,Update,1.0,124.35,Buy
40,2021-10-26T10:25:45.62Z,Update,1.0,124.45,Buy
41,2021-10-26T10:33:09.41Z,Update,2.0,124.350,Sell
42,2021-10-26T10:33:16.818Z,Update,2.0,124.350,Sell
43,2021-10-26T10:33:19.521Z,Update,1.0,124.350,Sell
44,2021-10-26T10:33:27Z,Insert,1.0,124.30,Sell
45,2021-10-26T10:37:36.521Z,Update,1.0,124.20,Buy
46,2021-10-26T10:39:58.271Z,Update,1.0,124.00,Buy
47,2021-10-26T10:40:57.611Z,Update,1.0,124.25,Buy
48,2021-10-26T10:42:43.984Z,Update,1.0,124.25,Buy
49,2021-10-26T10:45:47Z,Insert,1.0,124.24,Sell
50,2021-10-26T10:54:24.938Z,Update,1.0,124.50,Buy
51,2021-10-26T10:59:58Z,Insert,1.0,124.50,Sell
52,2021-10-26T11:01:33Z,Insert,1.0,124.30,Sell
53,2021-10-26T11:01:35Z,Insert,1.0,124.25,Sell
54,2021-10-26T11:01:36.746Z,Update,1.0,124.25,Sell
55,2021-10-26T11:01:44Z,Insert,1.0,124.20,Sell
56,2021-10-26T11:01:50Z,Insert,1.0,124.15,Sell
57,2021-10-26T11:01:57.467Z,Insert,1.0,124.15,Sell
58,2021-10-26T11:02:20.278Z,Update,1.0,124.10,Buy
59,2021-10-26T11:02:20Z,Insert,1.0,124.10,Sell
60,2021-10-26T11:06:25.574Z,Update,1.0,124.25,Buy
61,2021-10-26T11:06:29.607Z,Update,1.0,124.25,Buy
62,2021-10-26T11:08:37Z,Insert,1.0,124.25,Sell
63,2021-10-26T11:08:51.477Z,Update,1.0,124.25,Buy
64,2021-10-26T11:15:34.516Z,Update,1.0,124.30,Buy
65,2021-10-26T11:15:55Z,Insert,1.0,124.30,Sell
66,2021-10-26T11:15:58Z,Insert,1.0,124.30,Sell
67,2021-10-26T11:17:07.742Z,Update,2.0,124.35,Buy
68,2021-10-26T11:18:26Z,Insert,1.0,124.20,Sell
69,2021-10-26T11:23:30Z,Insert,1.0,124.00,Sell
70,2021-10-26T11:23:42.703Z,Insert,1.0,124.15,Sell
71,2021-10-26T11:23:42.703Z,Insert,1.0,124.15,Sell
72,2021-10-26T11:23:42.703Z,Insert,1.0,124.15,Sell
73,2021-10-26T11:23:43.63Z,Update,1.0,124.00,Buy
74,2021-10-26T11:24:49.286Z,Update,1.0,124.00,Buy
75,2021-10-26T11:24:54.614Z,Update,1.0,124.00,Buy
76,2021-10-26T11:24:59.426Z,Update,1.0,124.00,Buy
77,2021-10-26T11:25:02.411Z,Update,1.0,124.00,Buy
78,2021-10-26T11:28:37.214Z,Insert,1.0,124.00,Sell
79,2021-10-26T11:37:05.094Z,Update,1.0,124.00,Buy
80,2021-10-26T11:45:58.559Z,Update,1.0,124.00,Buy
81,2021-10-26T11:46:19.559Z,Update,2.0,124.00,Sell
82,2021-10-26T11:46:19.559Z,Update,1.0,124.00,Buy
83,2021-10-26T11:48:40.325Z,Update,1.0,124.00,Sell
84,2021-10-26T11:48:42.043Z,Update,1.0,124.00,Sell
85,2021-10-26T11:50:20Z,Insert,1.0,123.95,Sell
86,2021-10-26T11:56:22.337Z,Update,1.0,123.80,Sell
87,2021-10-26T11:57:18Z,Update,1.0,123.80,Sell
88,2021-10-26T11:57:18Z,Update,1.0,123.80,Sell
89,2021-10-26T11:57:18Z,Update,1.0,123.80,Sell
90,2021-10-26T11:57:41Z,Insert,1.0,123.80,Sell
91,2021-10-26T11:57:41Z,Update,2.0,123.80,Sell
92,2021-10-26T11:58:04.305Z,Update,1.0,123.75,Buy
93,2021-10-26T12:02:29.991Z,Update,1.0,123.80,Sell
94,2021-10-26T12:05:35.13Z,Update,1.0,123.70,Sell
95,2021-10-26T12:05:55.162Z,Update,2.0,123.70,Sell
96,2021-10-26T12:16:26.158Z,Update,1.0,124.00,Sell
97,2021-10-26T12:17:06Z,Insert,1.0,124.00,Sell
98,2021-10-26T12:20:36Z,Insert,1.0,124.00,Sell
99,2021-10-26T12:25:41Z,Insert,1.0,124.00,Sell
100,2021-10-26T12:25:41Z,Insert,1.0,124.00,Sell
101,2021-10-26T12:26:02Z,Insert,1.0,124.00,Sell
102,2021-10-26T12:33:39.092Z,Update,10.0,124.00,Sell
103,2021-10-26T12:44:24.849Z,Update,1.0,124.10,Sell
104,2021-10-26T12:45:19.26Z,Update,2.0,124.25,Sell
105,2021-10-26T13:01:36Z,Insert,1.0,123.70,Sell
106,2021-10-26T13:01:58Z,Insert,1.0,123.75,Sell
107,2021-10-26T13:02:18.085Z,Update,2.0,123.70,Sell
108,2021-10-26T13:02:24Z,Insert,1.0,123.70,Sell
109,2021-10-26T13:04:11.266Z,Update,1.0,123.75,Sell
110,2021-10-26T13:04:15Z,Insert,1.0,123.70,Sell
111,2021-10-26T13:04:17Z,Insert,1.0,123.70,Sell
112,2021-10-26T13:04:18.031Z,Update,1.0,123.70,Sell
113,2021-10-26T13:04:49Z,Insert,1.0,123.50,Sell
114,2021-10-26T13:05:19Z,Insert,1.0,123.50,Sell
115,2021-10-26T13:09:49Z,Insert,1.0,123.50,Sell
116,2021-10-26T13:14:13Z,Insert,1.0,123.25,Sell
117,2021-10-26T13:14:17.137Z,Update,1.0,123.30,Sell
118,2021-10-26T13:15:58Z,Insert,1.0,123.10,Sell
119,2021-10-26T13:22:12.737Z,Update,1.0,123.15,Sell
120,2021-10-26T13:22:15.745Z,Update,1.0,123.10,Sell
121,2021-10-26T13:22:16Z,Insert,1.0,123.10,Sell
122,2021-10-26T13:22:43.223Z,Update,1.0,123.10,Sell
123,2021-10-26T13:22:44.239Z,Update,1.0,123.10,Sell
124,2021-10-26T13:22:46Z,Insert,1.0,123.02,Sell
125,2021-10-26T13:23:55.463Z,Update,1.0,123.05,Sell
126,2021-10-26T13:23:59.635Z,Update,1.0,123.05,Sell
127,2021-10-26T13:24:25.674Z,Update,1.0,123.05,Sell
128,2021-10-26T13:24:28.736Z,Update,1.0,123.05,Sell
129,2021-10-26T13:24:28.768Z,Update,1.0,123.05,Sell
130,2021-10-26T13:26:32Z,Insert,1.0,123.05,Sell
131,2021-10-26T13:27:00.567Z,Update,1.0,123.05,Sell
132,2021-10-26T13:28:22Z,Insert,1.0,122.95,Sell
133,2021-10-26T13:28:46Z,Insert,1.0,123.05,Sell
134,2021-10-26T13:33:34Z,Insert,1.0,123.15,Sell
135,2021-10-26T13:33:42Z,Insert,1.0,123.15,Sell
136,2021-10-26T13:47:52Z,Insert,4.0,123.50,Sell
137,2021-10-26T13:48:45.986Z,Update,4.0,123.50,Sell
