,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-25T07:50:17Z,Insert,1.0,124.90,Sell
1,2021-10-25T07:51:23Z,Insert,1.0,124.95,Sell
2,2021-10-25T07:51:54Z,Insert,2.0,124.95,Sell
3,2021-10-25T07:52:00Z,Insert,5.0,125.00,Sell
4,2021-10-25T07:52:43.289Z,Update,1.0,125.00,Buy
5,2021-10-25T07:54:27Z,Insert,1.0,125.10,Sell
6,2021-10-25T07:55:06Z,Insert,1.0,125.10,Sell
7,2021-10-25T07:56:32Z,Insert,1.0,125.10,Sell
8,2021-10-25T07:56:39Z,Insert,1.0,125.10,Sell
9,2021-10-25T07:57:20Z,Insert,1.0,125.18,Sell
10,2021-10-25T07:59:22.39Z,Update,2.0,125.20,Buy
11,2021-10-25T07:59:23Z,Insert,2.0,125.20,Sell
12,2021-10-25T07:59:26.769Z,Update,1.0,125.20,Buy
13,2021-10-25T07:59:27Z,Insert,4.0,125.20,Sell
14,2021-10-25T07:59:31.481Z,Update,1.0,125.20,Buy
15,2021-10-25T07:59:35.072Z,Update,2.0,125.20,Buy
16,2021-10-25T08:00:00Z,Insert,25.0,125.00,Buy
17,2021-10-25T08:05:00Z,Update,25.0,125.00,Sell
18,2021-10-25T08:12:55Z,Insert,2.0,124.25,Sell
19,2021-10-25T08:17:04Z,Insert,1.0,124.50,Sell
20,2021-10-25T08:19:48.436Z,Update,2.0,123.75,Sell
21,2021-10-25T08:28:16Z,Insert,1.0,124.25,Sell
22,2021-10-25T08:32:14.386Z,Update,1.0,123.750,Sell
23,2021-10-25T08:39:09Z,Insert,1.0,124.00,Sell
24,2021-10-25T08:51:28Z,Insert,1.0,123.50,Sell
25,2021-10-25T08:55:24Z,Insert,1.0,123.50,Sell
26,2021-10-25T08:57:08.512Z,Update,1.0,123.60,Sell
27,2021-10-25T08:57:14.163Z,Insert,1.0,123.50,Sell
28,2021-10-25T08:57:17.373Z,Insert,1.0,123.50,Buy
29,2021-10-25T08:57:17.373Z,Insert,1.0,123.50,Buy
30,2021-10-25T08:57:17.373Z,Insert,1.0,123.50,Buy
31,2021-10-25T09:12:02Z,Insert,1.0,123.35,Sell
32,2021-10-25T09:22:39.966Z,Update,1.0,123.40,Sell
33,2021-10-25T09:25:06Z,Insert,2.0,123.25,Sell
34,2021-10-25T09:27:33Z,Insert,1.0,122.90,Sell
35,2021-10-25T09:28:05Z,Insert,1.0,122.90,Sell
36,2021-10-25T09:30:34Z,Insert,2.0,123.25,Sell
37,2021-10-25T09:50:42Z,Insert,2.0,123.15,Sell
38,2021-10-25T10:00:28Z,Insert,1.0,123.25,Sell
39,2021-10-25T10:05:00Z,Insert,5.0,123.15,Sell
40,2021-10-25T10:06:45Z,Insert,1.0,123.25,Sell
41,2021-10-25T10:07:31Z,Insert,1.0,123.25,Sell
42,2021-10-25T10:07:32Z,Insert,1.0,123.25,Sell
43,2021-10-25T10:15:03.905Z,Insert,1.0,123.15,Sell
44,2021-10-25T10:15:03.905Z,Update,1.0,123.15,Sell
45,2021-10-25T10:15:07Z,Insert,2.0,123.25,Sell
46,2021-10-25T10:16:01Z,Insert,1.0,123.25,Sell
47,2021-10-25T10:16:04Z,Insert,2.0,123.25,Sell
48,2021-10-25T10:17:27Z,Insert,1.0,123.25,Sell
49,2021-10-25T10:26:19Z,Insert,1.0,123.25,Sell
50,2021-10-25T10:34:09.353Z,Update,1.0,123.15,Sell
51,2021-10-25T10:35:15.085Z,Update,2.0,123.15,Sell
52,2021-10-25T10:35:34Z,Update,2.0,123.12,Buy
53,2021-10-25T10:35:34Z,Update,2.0,123.15,Sell
54,2021-10-25T10:36:24.491Z,Update,1.0,123.15,Sell
55,2021-10-25T11:10:33Z,Insert,1.0,123.00,Sell
56,2021-10-25T11:20:41.842Z,Update,1.0,123.10,Buy
57,2021-10-25T11:20:49.977Z,Update,1.0,123.10,Buy
58,2021-10-25T11:22:05Z,Insert,1.0,123.10,Sell
59,2021-10-25T11:22:24.908Z,Update,1.0,123.15,Buy
60,2021-10-25T11:22:25.177Z,Update,2.0,123.20,Sell
61,2021-10-25T11:23:17Z,Insert,1.0,123.20,Sell
62,2021-10-25T11:23:20Z,Insert,2.0,123.20,Sell
63,2021-10-25T11:23:22Z,Insert,1.0,123.20,Sell
64,2021-10-25T11:23:25Z,Insert,2.0,123.20,Sell
65,2021-10-25T11:38:36Z,Insert,1.0,123.20,Sell
66,2021-10-25T11:40:54Z,Insert,1.0,123.20,Sell
67,2021-10-25T11:41:18.202Z,Update,1.0,123.25,Sell
68,2021-10-25T11:43:33Z,Insert,1.0,123.30,Sell
69,2021-10-25T11:43:38Z,Insert,1.0,123.30,Sell
70,2021-10-25T11:43:38Z,Insert,1.0,123.30,Sell
71,2021-10-25T11:44:18Z,Insert,1.0,123.30,Sell
72,2021-10-25T11:44:38.194Z,Update,1.0,123.25,Sell
73,2021-10-25T11:48:21Z,Insert,1.0,123.20,Sell
74,2021-10-25T11:59:15Z,Insert,1.0,123.25,Sell
75,2021-10-25T12:03:49Z,Insert,1.0,123.20,Sell
76,2021-10-25T12:05:28Z,Insert,1.0,123.35,Sell
77,2021-10-25T12:07:33Z,Insert,2.0,123.20,Sell
78,2021-10-25T12:20:20Z,Insert,1.0,123.25,Sell
