,DateTime,Action,Volume,Price,AggressorAction
0,2021-10-07T06:18:19.648Z,Update,1.0,139.00,Sell
1,2021-10-07T06:18:19Z,Update,1.0,139.00,Sell
2,2021-10-07T06:18:31Z,Insert,1.0,138.00,Sell
3,2021-10-07T06:23:39Z,Insert,4.0,136.50,Sell
4,2021-10-07T06:25:24.715Z,Update,1.0,136.00,Sell
5,2021-10-07T06:26:03Z,Insert,1.0,136.50,Sell
6,2021-10-07T06:26:05Z,Insert,1.0,136.50,Sell
7,2021-10-07T06:26:05Z,Insert,1.0,136.50,Sell
8,2021-10-07T06:26:06Z,Insert,1.0,136.50,Sell
9,2021-10-07T06:26:06Z,Insert,1.0,136.50,Sell
10,2021-10-07T06:26:06Z,Insert,1.0,136.50,Sell
11,2021-10-07T06:26:06Z,Insert,1.0,136.50,Sell
12,2021-10-07T06:26:07Z,Insert,1.0,136.50,Sell
13,2021-10-07T06:26:09Z,Insert,1.0,136.50,Sell
14,2021-10-07T06:26:09Z,Insert,1.0,136.50,Sell
15,2021-10-07T06:26:09Z,Insert,1.0,136.50,Sell
16,2021-10-07T06:26:38.145Z,Update,1.0,136.00,Sell
17,2021-10-07T06:27:57.746Z,Update,1.0,135.00,Sell
18,2021-10-07T06:27:57.754Z,Update,1.0,135.00,Sell
19,2021-10-07T06:27:57Z,Insert,1.0,135.00,Sell
20,2021-10-07T06:29:58.606Z,Update,1.0,135.00,Sell
21,2021-10-07T06:30:35Z,Insert,1.0,134.81,Sell
22,2021-10-07T06:31:37Z,Insert,1.0,134.90,Sell
23,2021-10-07T06:31:43Z,Insert,1.0,134.95,Sell
24,2021-10-07T06:31:44Z,Insert,1.0,134.95,Sell
25,2021-10-07T06:31:48Z,Insert,6.0,135.00,Sell
26,2021-10-07T06:32:27Z,Insert,1.0,134.75,Sell
27,2021-10-07T06:32:51Z,Update,1.0,134.70,Sell
28,2021-10-07T06:32:51Z,Insert,1.0,134.70,Sell
29,2021-10-07T06:33:57Z,Insert,1.0,134.10,Sell
30,2021-10-07T06:34:18Z,Insert,1.0,134.10,Sell
31,2021-10-07T06:36:03.011Z,Update,1.0,134.10,Buy
32,2021-10-07T06:36:03.051Z,Update,2.0,134.10,Buy
33,2021-10-07T06:36:24.719Z,Update,1.0,133.10,Sell
34,2021-10-07T06:36:29.46Z,Update,1.0,133.00,Sell
35,2021-10-07T06:37:40Z,Insert,2.0,132.95,Sell
36,2021-10-07T06:38:21Z,Insert,1.0,132.00,Sell
37,2021-10-07T06:38:27.442Z,Update,2.0,132.00,Sell
38,2021-10-07T06:38:29.719Z,Update,1.0,132.00,Sell
39,2021-10-07T06:38:30.105Z,Update,1.0,132.00,Sell
40,2021-10-07T06:38:32.713Z,Update,1.0,132.00,Sell
41,2021-10-07T06:38:42.472Z,Update,2.0,132.00,Sell
42,2021-10-07T06:39:13Z,Insert,1.0,132.25,Sell
43,2021-10-07T06:39:41Z,Insert,1.0,131.00,Sell
44,2021-10-07T06:40:15Z,Insert,3.0,131.00,Sell
