,DateTime,Action,Volume,Price,AggressorAction,AggressorBroker
0,2021-10-06T06:20:55.597Z,Update,1.0,166.00,Sell,Marex Spectron
1,2021-10-06T06:21:02.568Z,Update,1.0,167.00,Sell,Marex Spectron
2,2021-10-06T06:21:04.219Z,Update,1.0,167.00,Sell,Marex Spectron
3,2021-10-06T06:21:04.323Z,Update,1.0,167.00,Sell,Marex Spectron
4,2021-10-06T06:23:25.251Z,Update,1.0,167.00,Sell,Marex Spectron
5,2021-10-06T06:25:21.308Z,Update,1.0,167.00,Sell,Marex Spectron
6,2021-10-06T06:27:50.627Z,Update,1.0,167.00,Sell,Marex Spectron
7,2021-10-06T06:29:10Z,Insert,1.0,167.50,Sell,EEX
8,2021-10-06T06:29:17Z,Insert,1.0,168.00,Sell,EEX
9,2021-10-06T06:29:29Z,Insert,1.0,168.00,Sell,EEX
10,2021-10-06T06:29:32.688Z,Update,1.0,168.00,Buy,GFI
11,2021-10-06T06:30:14.171Z,Update,1.0,168.00,Buy,Marex Spectron
12,2021-10-06T06:33:29.008Z,Insert,2.0,168.85,Buy,GFI
13,2021-10-06T06:34:04Z,Insert,2.0,170.00,Sell,EEX
14,2021-10-06T06:34:35Z,Insert,1.0,168.50,Sell,EEX
15,2021-10-06T06:39:29.301Z,Update,1.0,165.00,Sell,GFI
16,2021-10-06T06:39:32.492Z,Update,2.0,166.00,Sell,Arraco Global Markets
17,2021-10-06T06:40:32Z,Insert,2.0,165.00,Sell,EEX
18,2021-10-06T06:40:38.567Z,Update,3.0,165.00,Sell,GFI
19,2021-10-06T06:40:38.607Z,Update,1.0,165.00,Sell,Tullett Prebon
20,2021-10-06T06:40:38Z,Insert,1.0,165.00,Sell,EEX
21,2021-10-06T06:41:47.284Z,Insert,1.0,165.00,Sell,Tullett Prebon
22,2021-10-06T06:41:47.284Z,Update,1.0,165.00,Sell,Tullett Prebon
23,2021-10-06T06:41:47.284Z,Insert,1.0,165.00,Buy,Tullett Prebon
24,2021-10-06T06:43:39Z,Insert,1.0,164.99,Sell,EEX
25,2021-10-06T06:43:42.825Z,Update,1.0,165.00,Sell,Tullett Prebon
26,2021-10-06T06:43:42.825Z,Insert,1.0,165.00,Sell,Tullett Prebon
27,2021-10-06T06:44:21Z,Insert,1.0,166.00,Sell,Tullett Prebon
28,2021-10-06T06:44:21Z,Insert,1.0,166.00,Buy,Tullett Prebon
29,2021-10-06T06:44:21Z,Update,1.0,166.00,Sell,Tullett Prebon
30,2021-10-06T06:47:17.905Z,Update,3.0,166.00,Buy,ICAP
31,2021-10-06T06:50:38Z,Insert,1.0,167.50,Sell,EEX
32,2021-10-06T06:50:41.206Z,Insert,1.0,167.50,Buy,Tullett Prebon
33,2021-10-06T06:50:41.206Z,Update,1.0,167.50,Buy,Tullett Prebon
34,2021-10-06T06:50:41.206Z,Insert,1.0,167.50,Sell,Tullett Prebon
35,2021-10-06T06:50:56Z,Insert,2.0,167.79,Sell,EEX
36,2021-10-06T06:51:00Z,Insert,1.0,167.79,Sell,EEX
37,2021-10-06T06:55:00Z,Update,5.0,167.50,Sell,Tullett Prebon
38,2021-10-06T06:55:00Z,Insert,5.0,167.50,Sell,Tullett Prebon
39,2021-10-06T06:55:00Z,Insert,5.0,167.50,Buy,Tullett Prebon
40,2021-10-06T06:55:47.065Z,Update,1.0,167.50,Buy,Marex Spectron
41,2021-10-06T07:04:33Z,Insert,6.0,167.10,Sell,EEX
42,2021-10-06T07:04:43.611Z,Update,2.0,167.25,Sell,GFI
43,2021-10-06T07:04:53.618Z,Update,1.0,167.25,Sell,GFI
44,2021-10-06T07:04:54Z,Insert,2.0,167.05,Sell,EEX
45,2021-10-06T07:04:56.908Z,Update,2.0,167.25,Sell,GFI
46,2021-10-06T07:04:58.573Z,Update,1.0,167.00,Sell,Tradition
