,DateTime,Action,Volume,Price,AggressorAction,AggressorBroker
0,2021-10-20T06:30:38.25Z,Update,1.0,125.00,Sell,Marex Spectron
1,2021-10-20T06:36:34Z,Insert,1.0,125.00,Sell,EEX
2,2021-10-20T06:47:06Z,Insert,1.0,125.00,Sell,EEX
3,2021-10-20T06:47:10Z,Insert,1.0,125.00,Sell,EEX
4,2021-10-20T06:51:03Z,Insert,1.0,126.00,Sell,EEX
5,2021-10-20T06:53:53Z,Insert,1.0,126.95,Sell,EEX
6,2021-10-20T07:03:49.347Z,Update,1.0,125.10,Sell,Tradition
7,2021-10-20T07:08:30Z,Update,1.0,126.00,Sell,ICAP
8,2021-10-20T07:08:52.11Z,Update,1.0,126.00,Sell,ICAP
9,2021-10-20T07:19:26Z,Insert,1.0,126.00,Sell,EEX
10,2021-10-20T07:37:22.218Z,Update,1.0,127.00,Sell,ICAP
11,2021-10-20T07:54:42.126Z,Update,1.0,127.00,Sell,GFI
12,2021-10-20T07:54:53Z,Insert,1.0,127.00,Sell,EEX
13,2021-10-20T07:54:54Z,Insert,1.0,127.00,Sell,EEX
14,2021-10-20T08:02:49.833Z,Update,2.0,126.50,Buy,Arraco Global Markets
15,2021-10-20T08:02:49.857Z,Update,2.0,126.50,Sell,Tradition
16,2021-10-20T08:02:49.937Z,Update,1.0,126.50,Buy,Arraco Global Markets
17,2021-10-20T08:02:59.249Z,Update,1.0,126.50,Sell,Arraco Global Markets
18,2021-10-20T08:09:13.282Z,Update,2.0,126.31,Buy,Tullett Prebon
19,2021-10-20T08:15:35Z,Insert,1.0,126.00,Sell,EEX
20,2021-10-20T08:15:37Z,Insert,1.0,126.00,Sell,EEX
21,2021-10-20T08:15:50Z,Insert,1.0,126.00,Sell,EEX
22,2021-10-20T08:18:37.394Z,Update,1.0,125.70,Sell,GFI
23,2021-10-20T08:19:13Z,Insert,1.0,125.70,Sell,EEX
24,2021-10-20T08:21:45Z,Insert,1.0,125.25,Sell,EEX
25,2021-10-20T08:21:46.347Z,Update,1.0,125.25,Sell,GFI
26,2021-10-20T08:22:08.538Z,Update,1.0,125.10,Sell,Tradition
27,2021-10-20T08:23:04Z,Insert,1.0,124.80,Sell,EEX
28,2021-10-20T08:23:07Z,Insert,1.0,124.80,Sell,EEX
29,2021-10-20T08:30:24Z,Insert,1.0,125.25,Sell,EEX
30,2021-10-20T08:30:27Z,Insert,1.0,125.25,Sell,EEX
31,2021-10-20T08:30:34Z,Insert,3.0,125.25,Sell,EEX
32,2021-10-20T08:33:56Z,Insert,1.0,125.25,Sell,EEX
33,2021-10-20T08:34:04Z,Insert,1.0,125.25,Sell,EEX
34,2021-10-20T08:36:16Z,Insert,1.0,125.50,Sell,EEX
35,2021-10-20T08:36:16Z,Insert,2.0,125.25,Sell,EEX
36,2021-10-20T08:36:17.412Z,Update,2.0,125.50,Buy,Griffin Markets Europe SAS
37,2021-10-20T08:36:17Z,Insert,2.0,125.60,Sell,EEX
38,2021-10-20T08:37:20Z,Insert,1.0,125.50,Sell,EEX
39,2021-10-20T08:40:26Z,Insert,1.0,125.25,Sell,EEX
40,2021-10-20T08:40:27Z,Insert,1.0,125.25,Sell,EEX
41,2021-10-20T08:40:27Z,Insert,1.0,125.25,Sell,EEX
42,2021-10-20T08:40:32Z,Insert,1.0,125.25,Sell,EEX
43,2021-10-20T08:40:35Z,Insert,1.0,125.25,Sell,EEX
44,2021-10-20T08:40:52.876Z,Update,3.0,125.25,Sell,Tradition
45,2021-10-20T08:40:52.876Z,Update,2.0,125.25,Sell,Tradition
46,2021-10-20T08:40:56.688Z,Update,1.0,125.25,Sell,Tradition
47,2021-10-20T08:41:15Z,Insert,1.0,125.25,Sell,EEX
48,2021-10-20T08:41:22Z,Insert,1.0,125.25,Sell,EEX
49,2021-10-20T08:59:21.366Z,Update,1.0,125.70,Sell,ICAP
50,2021-10-20T08:59:21.506Z,Update,1.0,125.70,Sell,ICAP
51,2021-10-20T08:59:21Z,Insert,1.0,125.70,Buy,EEX
52,2021-10-20T08:59:21Z,Insert,2.0,125.75,Buy,EEX
53,2021-10-20T08:59:24Z,Insert,5.0,125.75,Sell,EEX
54,2021-10-20T08:59:50Z,Insert,1.0,126.00,Sell,EEX
55,2021-10-20T09:01:15.957Z,Update,1.0,126.15,Buy,Tullett Prebon
56,2021-10-20T09:01:22.749Z,Insert,1.0,126.10,Sell,GFI
57,2021-10-20T09:24:21Z,Insert,1.0,125.90,Sell,EEX
58,2021-10-20T09:24:23.756Z,Update,1.0,125.57,Sell,Marex Spectron
59,2021-10-20T09:24:28.779Z,Update,1.0,125.57,Sell,ICAP
60,2021-10-20T09:24:32Z,Insert,1.0,125.75,Sell,EEX
61,2021-10-20T09:24:38Z,Insert,1.0,125.75,Sell,EEX
62,2021-10-20T09:24:50Z,Insert,1.0,126.00,Sell,EEX
63,2021-10-20T09:26:01Z,Insert,1.0,125.75,Sell,EEX
64,2021-10-20T09:27:03.968Z,Update,1.0,125.500,Sell,Griffin Markets Europe SAS
65,2021-10-20T09:27:12.443Z,Update,1.0,125.500,Sell,Griffin Markets Europe SAS
66,2021-10-20T09:27:32.878Z,Update,1.0,125.75,Buy,ICAP
67,2021-10-20T09:28:11.138Z,Update,1.0,125.75,Sell,ICAP
68,2021-10-20T09:28:13.19Z,Update,1.0,125.70,Buy,GFI
69,2021-10-20T09:39:10.244Z,Update,1.0,125.25,Buy,Tradition
70,2021-10-20T09:44:19.555Z,Update,2.0,125.40,Sell,Arraco Global Markets
71,2021-10-20T09:50:51Z,Insert,1.0,125.60,Sell,EEX
72,2021-10-20T09:51:10Z,Insert,2.0,125.60,Sell,EEX
73,2021-10-20T09:54:22Z,Insert,2.0,125.60,Sell,EEX
74,2021-10-20T09:57:30Z,Update,1.0,125.45,Sell,Marex Spectron
75,2021-10-20T10:00:53.94Z,Update,1.0,125.50,Sell,Tradition
76,2021-10-20T10:01:47.93Z,Update,1.0,125.50,Sell,GFI
77,2021-10-20T10:02:01.35Z,Update,1.0,125.50,Sell,Marex Spectron
78,2021-10-20T10:02:01.367Z,Update,1.0,125.50,Sell,GFI
79,2021-10-20T10:03:12Z,Insert,1.0,125.50,Sell,EEX
80,2021-10-20T10:03:13Z,Insert,1.0,125.50,Sell,EEX
81,2021-10-20T10:03:16Z,Insert,1.0,125.50,Sell,EEX
82,2021-10-20T10:03:19Z,Insert,1.0,125.50,Sell,EEX
83,2021-10-20T10:03:20Z,Insert,1.0,125.50,Sell,EEX
84,2021-10-20T10:03:20Z,Insert,1.0,125.50,Sell,EEX
85,2021-10-20T10:05:41Z,Insert,1.0,125.25,Sell,EEX
86,2021-10-20T10:06:19.051Z,Update,1.0,125.50,Sell,GFI
87,2021-10-20T10:08:10.016Z,Update,1.0,125.10,Sell,Tradition
88,2021-10-20T10:08:24.688Z,Update,1.0,125.00,Buy,Tradition
89,2021-10-20T10:08:49.829Z,Update,1.0,124.85,Sell,Marex Spectron
90,2021-10-20T10:08:50Z,Insert,1.0,124.90,Sell,EEX
91,2021-10-20T10:09:11Z,Insert,1.0,124.90,Sell,EEX
92,2021-10-20T10:13:00Z,Update,1.0,124.90,Sell,Marex Spectron
93,2021-10-20T10:17:00Z,Update,5.0,124.75,Sell,Marex Spectron
94,2021-10-20T10:21:00Z,Insert,1.0,124.75,Sell,EEX
95,2021-10-20T10:27:13Z,Insert,1.0,124.50,Sell,EEX
96,2021-10-20T10:30:02Z,Update,5.0,124.70,Sell,Marex Spectron
97,2021-10-20T10:30:20Z,Insert,2.0,124.50,Sell,EEX
98,2021-10-20T10:30:22Z,Insert,1.0,124.50,Sell,EEX
99,2021-10-20T10:42:00Z,Insert,100.0,124.80,Buy,Tullett Prebon
100,2021-10-20T10:42:00Z,Update,100.0,124.80,Sell,Tullett Prebon
101,2021-10-20T10:42:08.045Z,Update,1.0,125.00,Sell,Marex Spectron
102,2021-10-20T10:48:15.813Z,Update,1.0,125.00,Sell,GFI
103,2021-10-20T11:03:11.612Z,Update,1.0,125.30,Buy,CIMD
104,2021-10-20T11:25:01Z,Insert,1.0,125.25,Sell,EEX
105,2021-10-20T11:26:00Z,Update,1.0,125.25,Sell,Marex Spectron
106,2021-10-20T11:27:49Z,Insert,1.0,125.20,Sell,Tradition
107,2021-10-20T11:28:20Z,Update,1.0,125.20,Sell,Tradition
108,2021-10-20T11:29:31Z,Insert,2.0,125.00,Sell,EEX
109,2021-10-20T11:29:33.394Z,Update,1.0,125.00,Sell,Griffin Markets Europe SAS
110,2021-10-20T11:29:34.596Z,Update,1.0,125.00,Sell,ICAP
111,2021-10-20T11:30:28.41Z,Insert,1.0,124.80,Sell,Marex Spectron
112,2021-10-20T11:47:03Z,Insert,5.0,125.00,Sell,EEX
113,2021-10-20T11:47:09.881Z,Update,1.0,125.00,Buy,Marex Spectron
114,2021-10-20T11:49:07.606Z,Update,1.0,125.30,Sell,Tradition
115,2021-10-20T11:50:04Z,Insert,1.0,125.50,Sell,EEX
116,2021-10-20T11:57:23.238Z,Update,1.0,125.55,Sell,GFI
117,2021-10-20T11:58:26Z,Insert,1.0,125.50,Sell,EEX
118,2021-10-20T11:58:34Z,Insert,1.0,125.50,Sell,EEX
119,2021-10-20T11:59:08Z,Insert,1.0,125.50,Sell,EEX
120,2021-10-20T12:00:00Z,Update,1.0,125.50,Buy,Marex Spectron
