,DateTime,Action,Volume,Price,AggressorAction,AggressorBroker
0,2021-10-29T06:18:12Z,Insert,1.0,117.00,Sell,EEX
1,2021-10-29T07:06:49Z,Insert,1.0,114.00,Sell,EEX
2,2021-10-29T07:10:13.552Z,Update,1.0,114.00,Sell,Tradition
3,2021-10-29T07:10:15Z,Insert,2.0,114.00,Sell,EEX
4,2021-10-29T07:21:47Z,Insert,1.0,113.50,Sell,EEX
5,2021-10-29T07:30:24Z,Insert,1.0,113.05,Sell,EEX
6,2021-10-29T07:30:25Z,Insert,1.0,113.00,Sell,EEX
7,2021-10-29T07:30:26Z,Insert,1.0,112.75,Sell,EEX
8,2021-10-29T07:30:43Z,Insert,1.0,112.50,Sell,EEX
9,2021-10-29T07:31:46Z,Insert,1.0,112.55,Sell,EEX
10,2021-10-29T07:31:56.053Z,Update,1.0,112.50,Sell,Tullett Prebon
11,2021-10-29T07:35:18Z,Insert,2.0,112.55,Sell,EEX
12,2021-10-29T07:35:19.807Z,Update,1.0,112.50,Sell,Tullett Prebon
13,2021-10-29T07:35:31.17Z,Update,1.0,112.40,Sell,Arraco Global Markets
14,2021-10-29T07:35:34.686Z,Update,1.0,112.40,Sell,Arraco Global Markets
15,2021-10-29T07:37:37Z,Insert,1.0,112.40,Sell,EEX
16,2021-10-29T07:37:38.81Z,Insert,1.0,112.50,Sell,Marex Spectron
17,2021-10-29T07:39:26Z,Update,1.0,112.40,Sell,Marex Spectron
18,2021-10-29T07:41:41Z,Insert,4.0,112.50,Sell,EEX
19,2021-10-29T07:41:43Z,Insert,1.0,112.50,Sell,EEX
20,2021-10-29T07:41:46Z,Insert,2.0,112.55,Sell,EEX
21,2021-10-29T07:43:57Z,Insert,1.0,112.50,Sell,EEX
22,2021-10-29T07:43:57Z,Insert,1.0,112.50,Sell,EEX
23,2021-10-29T07:43:57Z,Insert,1.0,112.50,Sell,EEX
24,2021-10-29T07:45:21.185Z,Update,1.0,112.50,Sell,Arraco Global Markets
25,2021-10-29T07:47:20Z,Insert,2.0,112.50,Sell,EEX
26,2021-10-29T07:47:29Z,Insert,1.0,112.50,Sell,EEX
27,2021-10-29T07:51:02.494Z,Update,2.0,112.50,Buy,Griffin Markets Europe SAS
28,2021-10-29T07:51:08Z,Insert,1.0,112.50,Sell,EEX
29,2021-10-29T07:51:09Z,Insert,1.0,112.50,Sell,EEX
30,2021-10-29T07:51:12Z,Insert,1.0,112.50,Sell,EEX
31,2021-10-29T07:51:20Z,Insert,1.0,112.50,Sell,EEX
32,2021-10-29T07:51:28Z,Insert,1.0,112.50,Sell,EEX
33,2021-10-29T07:52:07.162Z,Update,3.0,112.50,Buy,Tullett Prebon
34,2021-10-29T07:53:34Z,Insert,1.0,112.50,Sell,EEX
35,2021-10-29T07:56:02Z,Insert,1.0,112.50,Sell,EEX
36,2021-10-29T07:56:12.65Z,Insert,1.0,112.50,Sell,GFI
37,2021-10-29T07:56:12.65Z,Insert,1.0,112.50,Sell,GFI
38,2021-10-29T07:56:26Z,Update,6.0,112.50,Sell,Tullett Prebon
39,2021-10-29T07:56:32Z,Insert,1.0,112.50,Sell,EEX
40,2021-10-29T07:56:35.772Z,Update,1.0,112.50,Sell,Tullett Prebon
41,2021-10-29T07:56:36Z,Insert,1.0,112.50,Sell,EEX
42,2021-10-29T07:56:42Z,Insert,1.0,112.50,Sell,EEX
43,2021-10-29T07:58:12.312Z,Update,1.0,112.50,Buy,GFI
44,2021-10-29T07:58:15.423Z,Update,1.0,112.50,Sell,Tullett Prebon
45,2021-10-29T07:58:46.886Z,Update,1.0,112.50,Sell,Tullett Prebon
46,2021-10-29T07:59:14Z,Insert,1.0,112.50,Sell,EEX
47,2021-10-29T08:00:01Z,Insert,1.0,112.75,Sell,EEX
48,2021-10-29T08:00:18Z,Insert,1.0,112.75,Sell,EEX
49,2021-10-29T08:01:13.378Z,Update,1.0,113.00,Buy,Tradition
50,2021-10-29T08:01:13Z,Insert,1.0,113.00,Sell,EEX
51,2021-10-29T08:03:48Z,Insert,1.0,112.90,Sell,EEX
52,2021-10-29T08:04:01Z,Insert,1.0,113.00,Sell,EEX
53,2021-10-29T08:07:56Z,Insert,1.0,112.90,Sell,EEX
54,2021-10-29T08:08:04Z,Insert,1.0,112.90,Sell,EEX
55,2021-10-29T08:09:24Z,Insert,1.0,112.95,Sell,EEX
56,2021-10-29T08:11:26Z,Insert,1.0,112.95,Sell,EEX
57,2021-10-29T08:12:22.686Z,Update,1.0,112.95,Sell,Tradition
58,2021-10-29T08:12:46.327Z,Update,1.0,112.95,Sell,Tradition
59,2021-10-29T08:12:54.587Z,Insert,1.0,112.85,Sell,Griffin Markets Europe SAS
60,2021-10-29T08:12:54.587Z,Insert,1.0,112.85,Sell,Griffin Markets Europe SAS
61,2021-10-29T08:15:21Z,Insert,1.0,112.85,Sell,EEX
62,2021-10-29T08:15:44Z,Insert,2.0,112.95,Sell,EEX
63,2021-10-29T08:18:21.067Z,Insert,1.0,112.80,Sell,GFI
64,2021-10-29T08:18:21.067Z,Insert,1.0,112.80,Sell,GFI
65,2021-10-29T08:19:16.681Z,Update,1.0,112.80,Sell,GFI
66,2021-10-29T08:19:28.096Z,Update,1.0,112.75,Sell,GFI
67,2021-10-29T08:19:40.418Z,Update,1.0,112.80,Sell,Arraco Global Markets
68,2021-10-29T08:19:43.189Z,Update,1.0,112.80,Sell,Arraco Global Markets
69,2021-10-29T08:19:47.332Z,Update,1.0,112.80,Sell,Arraco Global Markets
70,2021-10-29T08:19:50.163Z,Update,1.0,112.50,Sell,Tullett Prebon
71,2021-10-29T08:20:01.758Z,Update,1.0,112.50,Sell,Tullett Prebon
72,2021-10-29T08:23:25Z,Insert,2.0,112.50,Sell,EEX
73,2021-10-29T08:24:26.394Z,Update,1.0,112.65,Sell,GFI
74,2021-10-29T08:24:35.229Z,Update,1.0,112.65,Sell,GFI
75,2021-10-29T08:25:40Z,Insert,1.0,112.25,Sell,EEX
76,2021-10-29T08:25:44.153Z,Update,1.0,112.25,Sell,GFI
77,2021-10-29T08:25:45.018Z,Update,1.0,112.25,Sell,Marex Spectron
78,2021-10-29T08:25:46.532Z,Update,1.0,112.50,Sell,Arraco Global Markets
79,2021-10-29T08:25:49.854Z,Update,1.0,112.25,Sell,Marex Spectron
80,2021-10-29T08:25:57.231Z,Update,1.0,112.25,Sell,Marex Spectron
81,2021-10-29T08:26:09Z,Insert,1.0,112.05,Sell,EEX
82,2021-10-29T08:26:17.234Z,Update,2.0,112.00,Sell,Tullett Prebon
83,2021-10-29T08:27:44Z,Insert,1.0,112.05,Sell,EEX
84,2021-10-29T08:28:21.281Z,Update,1.0,112.00,Sell,Tullett Prebon
85,2021-10-29T08:28:23.047Z,Update,2.0,112.00,Sell,Tullett Prebon
86,2021-10-29T08:28:25.329Z,Update,2.0,112.00,Sell,Tullett Prebon
87,2021-10-29T08:29:11Z,Insert,1.0,111.85,Sell,EEX
88,2021-10-29T08:29:25Z,Insert,2.0,112.00,Sell,EEX
89,2021-10-29T08:29:45.28Z,Insert,1.0,112.00,Sell,Griffin Markets Europe SAS
90,2021-10-29T08:29:45.28Z,Insert,1.0,112.00,Sell,Griffin Markets Europe SAS
91,2021-10-29T08:30:03Z,Insert,1.0,112.00,Sell,EEX
92,2021-10-29T08:30:19.332Z,Update,3.0,112.00,Sell,Tullett Prebon
93,2021-10-29T08:30:46Z,Insert,1.0,112.00,Sell,EEX
94,2021-10-29T08:35:29Z,Insert,1.0,112.25,Sell,EEX
95,2021-10-29T08:35:39Z,Insert,1.0,112.25,Sell,EEX
96,2021-10-29T08:35:46Z,Insert,1.0,112.25,Sell,EEX
97,2021-10-29T08:35:49Z,Insert,1.0,112.25,Sell,EEX
98,2021-10-29T08:35:55Z,Insert,2.0,112.05,Sell,EEX
99,2021-10-29T08:36:03Z,Insert,1.0,112.05,Sell,EEX
100,2021-10-29T08:36:28.35Z,Update,1.0,112.05,Sell,Tradition
101,2021-10-29T08:37:13Z,Insert,1.0,111.75,Sell,EEX
102,2021-10-29T08:37:57Z,Insert,1.0,111.55,Sell,EEX
103,2021-10-29T08:37:59.987Z,Update,1.0,112.00,Sell,Griffin Markets Europe SAS
104,2021-10-29T08:38:02Z,Insert,2.0,111.50,Sell,EEX
105,2021-10-29T08:38:07.921Z,Update,1.0,112.00,Sell,Griffin Markets Europe SAS
106,2021-10-29T08:38:18.434Z,Update,2.0,112.00,Sell,Tullett Prebon
107,2021-10-29T08:39:53Z,Insert,1.0,111.55,Sell,EEX
108,2021-10-29T08:39:57Z,Insert,1.0,111.50,Sell,EEX
109,2021-10-29T08:41:00Z,Insert,2.0,112.00,Sell,ICAP
110,2021-10-29T08:41:37.096Z,Update,1.0,110.90,Sell,GFI
111,2021-10-29T08:41:37Z,Insert,1.0,111.00,Sell,EEX
112,2021-10-29T08:41:41Z,Insert,3.0,111.00,Sell,EEX
113,2021-10-29T08:42:22Z,Insert,2.0,111.00,Sell,EEX
114,2021-10-29T08:42:36Z,Insert,1.0,111.00,Sell,EEX
115,2021-10-29T08:42:58.416Z,Update,2.0,110.90,Sell,GFI
116,2021-10-29T08:42:58Z,Insert,2.0,111.00,Sell,EEX
117,2021-10-29T08:43:05.37Z,Update,1.0,110.90,Sell,GFI
118,2021-10-29T08:43:05Z,Insert,1.0,111.00,Sell,EEX
119,2021-10-29T08:43:52Z,Insert,1.0,111.00,Sell,EEX
120,2021-10-29T08:44:23Z,Insert,1.0,111.00,Sell,EEX
121,2021-10-29T08:44:30.657Z,Update,1.0,111.00,Buy,ICAP
122,2021-10-29T08:44:52Z,Insert,1.0,111.00,Sell,EEX
123,2021-10-29T08:44:53.373Z,Update,1.0,111.00,Sell,Marex Spectron
124,2021-10-29T08:44:53.373Z,Insert,1.0,111.00,Sell,Marex Spectron
125,2021-10-29T08:44:53Z,Insert,1.0,111.00,Sell,EEX
126,2021-10-29T08:44:58Z,Insert,1.0,111.00,Sell,EEX
127,2021-10-29T08:45:30.511Z,Insert,1.0,110.75,Buy,Tullett Prebon
128,2021-10-29T08:45:30.511Z,Update,1.0,110.70,Sell,Tullett Prebon
129,2021-10-29T08:45:30.511Z,Insert,1.0,110.75,Sell,Tullett Prebon
130,2021-10-29T08:46:29.859Z,Update,3.0,110.50,Sell,GFI
131,2021-10-29T08:48:21.97Z,Update,1.0,110.55,Sell,Tradition
132,2021-10-29T08:50:47.94Z,Update,1.0,110.50,Sell,Tullett Prebon
133,2021-10-29T08:50:51.55Z,Update,1.0,110.50,Sell,Tullett Prebon
134,2021-10-29T08:51:32Z,Insert,1.0,110.50,Sell,EEX
135,2021-10-29T08:51:49Z,Insert,1.0,110.50,Sell,EEX
136,2021-10-29T08:52:26Z,Insert,1.0,110.50,Sell,EEX
137,2021-10-29T08:54:41.717Z,Update,1.0,110.50,Sell,Tullett Prebon
138,2021-10-29T08:54:49.373Z,Update,1.0,110.35,Sell,GFI
139,2021-10-29T08:54:49Z,Insert,1.0,110.45,Sell,EEX
140,2021-10-29T08:54:56Z,Insert,1.0,110.37,Sell,EEX
141,2021-10-29T08:55:42Z,Insert,1.0,110.50,Sell,EEX
142,2021-10-29T08:58:51Z,Insert,1.0,110.15,Sell,EEX
143,2021-10-29T08:58:57.928Z,Update,1.0,110.15,Sell,ICAP
144,2021-10-29T08:59:03.214Z,Update,2.0,110.00,Sell,Tullett Prebon
145,2021-10-29T08:59:04.578Z,Update,5.0,110.000,Buy,Griffin Markets Europe SAS
146,2021-10-29T09:00:42Z,Insert,2.0,110.00,Sell,EEX
147,2021-10-29T09:00:44.737Z,Update,1.0,110.00,Buy,Arraco Global Markets
148,2021-10-29T09:01:00Z,Insert,1.0,110.00,Sell,EEX
149,2021-10-29T09:01:01.278Z,Update,1.0,110.00,Sell,Tradition
150,2021-10-29T09:01:33.766Z,Update,1.0,110.00,Buy,ICAP
151,2021-10-29T09:02:17Z,Insert,1.0,110.00,Sell,EEX
152,2021-10-29T09:02:58Z,Insert,1.0,109.75,Sell,EEX
153,2021-10-29T09:03:08.418Z,Update,1.0,109.75,Sell,Tullett Prebon
154,2021-10-29T09:03:38.688Z,Update,1.0,109.75,Sell,Tullett Prebon
155,2021-10-29T09:03:46Z,Insert,2.0,109.75,Sell,EEX
156,2021-10-29T09:05:26Z,Insert,1.0,109.30,Sell,EEX
157,2021-10-29T09:05:51.455Z,Update,1.0,109.45,Sell,GFI
158,2021-10-29T09:05:54.654Z,Update,1.0,109.50,Sell,GFI
159,2021-10-29T09:05:56Z,Insert,1.0,109.30,Sell,EEX
160,2021-10-29T09:08:45.336Z,Update,3.0,109.00,Sell,GFI
161,2021-10-29T09:08:50Z,Insert,1.0,108.90,Sell,EEX
162,2021-10-29T09:09:08.021Z,Update,1.0,108.90,Sell,Arraco Global Markets
163,2021-10-29T09:10:00Z,Update,3.0,109.00,Sell,GFI
164,2021-10-29T09:10:13Z,Insert,1.0,108.75,Sell,EEX
165,2021-10-29T09:10:20.132Z,Update,1.0,108.75,Sell,Tullett Prebon
166,2021-10-29T09:10:38Z,Insert,1.0,108.90,Sell,EEX
167,2021-10-29T09:10:44.104Z,Update,1.0,108.75,Sell,Tullett Prebon
168,2021-10-29T09:11:17.852Z,Update,1.0,108.500,Sell,Griffin Markets Europe SAS
169,2021-10-29T09:11:23Z,Insert,1.0,108.70,Sell,EEX
170,2021-10-29T09:11:33Z,Insert,2.0,108.75,Sell,EEX
171,2021-10-29T09:11:38Z,Insert,1.0,108.70,Sell,EEX
172,2021-10-29T09:11:45Z,Insert,1.0,108.75,Sell,EEX
173,2021-10-29T09:13:19.213Z,Update,1.0,109.000,Sell,Griffin Markets Europe SAS
174,2021-10-29T09:13:35.683Z,Insert,1.0,109.00,Buy,Griffin Markets Europe SAS
175,2021-10-29T09:13:35.683Z,Insert,1.0,109.00,Buy,Griffin Markets Europe SAS
176,2021-10-29T09:13:41.993Z,Insert,1.0,109.00,Sell,Griffin Markets Europe SAS
177,2021-10-29T09:13:41.993Z,Insert,1.0,109.00,Sell,Griffin Markets Europe SAS
178,2021-10-29T09:17:55.903Z,Update,1.0,109.00,Sell,ICAP
179,2021-10-29T09:17:55Z,Insert,2.0,109.00,Sell,EEX
