2.000000000000000000e+00,2.164297016302818156e+04,1.650597339313648249e+01,2.924588268996155746e-02,1.124347269743273259e-01,5.094907217684039452e-02,1.080000000000000000e+02,1.598635556109288416e+02,1.629526228139881425e+02,2.589261302545745602e-01
5.000000000000000000e+00,2.102147171615908883e+04,1.674629313617449355e+01,2.995503908868106177e-02,1.026443528820875500e-01,4.865677513628954842e-02,1.080000000000000000e+02,1.624248344212206234e+02,1.766863489868129875e+02,2.543464782824095827e-01
6.000000000000000000e+00,2.086596542440303892e+04,1.854091933131625325e+01,2.710420352256553631e-02,1.249955400500427916e-01,4.179984782847882829e-02,1.040000000000000000e+02,1.414614219868962266e+02,2.490682342716625612e+02,2.475760924771954197e-01
7.000000000000000000e+00,2.112501818127244405e+04,1.986025278599417021e+01,2.611904749460314257e-02,1.192318136568421838e-01,3.987869240683625943e-02,1.100000000000000000e+02,1.535744141499034185e+02,8.646883512591392673e+01,2.469560911563762340e-01
8.000000000000000000e+00,2.117784730518336437e+04,1.620486794496059346e+01,2.909508664874360315e-02,1.044050685739548873e-01,5.014388700196308751e-02,1.100000000000000000e+02,1.706357850678538739e+02,8.487497028048827019e+01,2.262315796731345363e-01
9.000000000000000000e+00,2.065130355280498043e+04,1.567460262911752089e+01,3.024446732852202613e-02,1.002711849560464358e-01,5.086125129997554062e-02,1.040000000000000000e+02,1.748202171308014385e+02,6.963366412190718790e+01,2.248209921945390488e-01
1.200000000000000000e+01,2.009002713223124010e+04,1.555522763076554860e+01,2.948780039767882541e-02,7.527137410062267886e-02,7.230557710857751785e-02,1.020000000000000000e+02,2.024729654814844366e+02,7.986393412315065632e+01,2.243197854491005561e-01
1.300000000000000000e+01,2.039300258363511239e+04,1.748555894339027006e+01,2.765866397331152166e-02,9.749396837737517307e-02,5.452748921270151455e-02,1.050000000000000000e+02,1.707996523357969068e+02,1.482930941254488744e+02,2.162918912431761598e-01
1.400000000000000000e+01,1.912462687023455146e+04,1.653504372330668559e+01,2.786876940573960668e-02,1.002443509459529092e-01,7.198810625453175294e-02,1.050000000000000000e+02,1.625189891425752080e+02,1.112153375399728787e+02,2.511043009248852265e-01
1.500000000000000000e+01,1.924588783139336010e+04,1.606916826445203483e+01,3.064973257177146596e-02,1.066712455476723914e-01,4.879676724367415508e-02,1.020000000000000000e+02,1.538051697635639812e+02,9.726416284397637924e+01,2.103322704559117406e-01
1.600000000000000000e+01,1.921993775059995096e+04,1.392664222152662923e+01,3.526091513042121234e-02,1.070670990566881392e-01,4.911369178159481763e-02,1.020000000000000000e+02,1.482687735694375988e+02,7.100346915109859935e+01,2.378456307203760389e-01
2.000000000000000000e+01,1.898907334877073663e+04,1.385474066971796603e+01,3.339410234949301282e-02,1.056828508830321978e-01,5.637250554323725016e-02,9.900000000000000000e+01,1.557870068021057364e+02,1.543084203992308119e+02,2.234815371447486099e-01
2.100000000000000000e+01,1.961845114114779426e+04,1.604885093855844858e+01,2.808842442354971686e-02,1.131667092591681634e-01,4.817336743942247923e-02,1.090000000000000000e+02,1.687861238169098783e+02,1.371031426510470226e+02,2.105313765257049441e-01
2.200000000000000000e+01,2.002059649724215342e+04,1.409893285523785345e+01,3.425431270065927569e-02,9.600193843527179971e-02,4.488851097474172436e-02,1.020000000000000000e+02,1.747821283247575366e+02,2.100735475193181401e+02,2.404271790649872009e-01
2.300000000000000000e+01,2.016158185290962501e+04,1.552075459742281893e+01,3.099122411525979601e-02,1.053441940869976057e-01,4.322598364549952443e-02,1.070000000000000000e+02,1.701071019602695742e+02,7.755962796561202310e+01,2.229454032206325542e-01
2.600000000000000000e+01,2.062390883588304860e+04,1.629155490822559216e+01,3.003209971173617307e-02,9.503024868047511842e-02,5.286184289723451502e-02,1.050000000000000000e+02,1.728208104046894960e+02,1.167216949582802670e+02,2.277001039451955200e-01
2.700000000000000000e+01,2.061492063003580915e+04,1.878447664876156509e+01,2.556705037918485454e-02,1.160455045054811507e-01,4.314092776727925654e-02,1.030000000000000000e+02,1.569705661556251926e+02,1.036660592682513453e+02,2.137691214354188463e-01
2.800000000000000000e+01,2.018159583061985541e+04,1.787203540346930453e+01,2.703510875986119694e-02,1.091049442860841656e-01,4.053362769910075214e-02,9.800000000000000000e+01,1.607957314546208067e+02,1.401879769716707074e+02,2.324285374269713933e-01
2.900000000000000000e+01,2.024359516214692121e+04,1.652009297385192355e+01,2.935172190606577178e-02,1.070958240757986235e-01,4.793600589507531623e-02,1.040000000000000000e+02,1.611470271971465422e+02,2.395818960660912751e+02,2.307554616774194767e-01
3.000000000000000000e+01,2.047248351473780349e+04,1.678821290383465836e+01,2.881454430041894069e-02,1.111666452947339123e-01,4.239674268611826752e-02,1.020000000000000000e+02,1.600760404542451738e+02,8.359628881285996727e+01,2.284925156530920876e-01
